,Org ID,Building Snapshot Field name,Building snapshot extra data field key,Bluesky table name,Bluesky Field Name,Data Source,,Multiple Tax Lot data source
1,124,,Four Bedroom Vacancy %,Property,extra_data,,,
1,124,,Four Bedroom Vacant Units,Property,extra_data,,,
1,124,,Gas Available,Property,extra_data,,,
1,124,,Green Power - Onsite And Offsite (kWh),Property,extra_data,,,
1,124,,Heating Type,Property,extra_data,,,
1,124,,Land Area (AC),Property,extra_data,,,
1,124,,LAST CALLED (my data),Property,extra_data,,,
1,124,,Last Sale Price,Property,extra_data,,,
1,124,,Latitude,Property,extra_data,,,
1,124,,Leasing Company Address,Property,extra_data,,,
1,124,,Leasing Company City State Zip,Property,extra_data,,,
1,124,,Leasing Company Contact,Property,extra_data,,,
1,124,,Leasing Company Fax,Property,extra_data,,,
1,124,,Leasing Company Name,Property,extra_data,,,
1,124,,Leasing Company Phone,Property,extra_data,,,
1,124,,LEED Certified,Property,extra_data,,,
1,124,,Longitude,Property,extra_data,,,
1,124,,MANAGEMENT SYST (my data),Property,extra_data,,,
1,124,,Market Name,Property,extra_data,,,
1,124,,Market Segment,Property,extra_data,,,
1,124,,Max Building Contiguous Space,Property,extra_data,,,
1,124,,Max Floor Contiguous Space,Property,extra_data,,,
1,124,,National Median Site EUI (kBtu/ft2),Property,extra_data,,,
1,124,,National Median Source EUI (kBtu/ft2),Property,extra_data,,,
1,124,,Natural Gas Use (therms),Property,extra_data,,,
1,124,,Notes (my data),Property,extra_data,,,
1,124,,Number of 1 Bedrooms,Property,extra_data,,,
1,124,,Number of 2 Bedrooms,Property,extra_data,,,
1,124,,Number of 3 Bedrooms,Property,extra_data,,,
1,124,,Number of 4 Bedrooms,Property,extra_data,,,
1,124,,Number of Buildings,Property,extra_data,,,
1,124,,Number Of Cranes,Property,extra_data,,,
1,124,,Number Of Elevators,Property,extra_data,,,
1,124,,Number Of Floors,Property,extra_data,,,
1,124,,Number Of Loading Docks,Property,extra_data,,,
1,124,,Number Of Parking Spaces,Property,extra_data,,,
1,124,,Number Of Studios,Property,extra_data,,,
1,124,,Number of Units,Property,extra_data,,,
1,124,,Observed Primary Occupancy Classification,Property,extra_data,,,
1,124,,Occupancy,Property,extra_data,,,
1,124,,Office Gross Floor Area,Property,extra_data,,,
1,124,,One Bedroom Asking Rent/SF,Property,extra_data,,,
1,124,,One Bedroom Asking Rent/Unit,Property,extra_data,,,
1,124,,One Bedroom Avg SF,Property,extra_data,,,
1,124,,One Bedroom Concessions %,Property,extra_data,,,
1,124,,One Bedroom Effective Rent/SF,Property,extra_data,,,
1,124,,One Bedroom Effective Rent/Unit,Property,extra_data,,,
1,124,,One Bedroom Vacancy %,Property,extra_data,,,
1,124,,One Bedroom Vacant Units,Property,extra_data,,,
1,124,,ONSITE NAME (my data),Property,extra_data,,,
1,124,,Ops Expense,Property,extra_data,,,
1,124,,Ops Expense Per SF,Property,extra_data,,,
1,124,,Organization,Property,extra_data,,,
1,124,,Owner City State Zip,Property,extra_data,,,
1,124,,Owner Contact,Property,extra_data,,,
1,124,,Owner Name,Property,owner,,,
1,124,,Owner Phone,Property,owner_telephone,,,
1,124,,Parking - Gross Floor Area (ft2),Property,extra_data,,,
1,124,,Parking Ratio,Property,extra_data,,,
1,124,,Parking Spaces/Unit,Property,extra_data,,,
1,124,,Percent Leased,Property,extra_data,,,
1,124,,Percent of Electricity that is Green Power,Property,extra_data,,,
1,124,,Power,Property,extra_data,,,
1,124,,Premises City,Property,extra_data,,,
1,124,,Premises Name,Property,extra_data,,,
1,124,,Premises Name Identifier,Property,extra_data,,,
1,124,,Premises Occupancy Classification,Property,extra_data,,,
1,124,,Premises Postal Code,Property,extra_data,,,
1,124,,Premises State,Property,extra_data,,,
1,124,,Premises Street Address 1,Property,extra_data,,,
1,124,,Primary Agent Name,Property,extra_data,,,
1,124,,Propane Use (kBtu),Property,extra_data,,,
1,124,,Property Floor Area (Buildings And Parking) (ft2),Property,extra_data,,,
1,124,,Property GFA - EPA Calculated (Buildings) (ft2),Property,extra_data,,,
1,124,,Property Management Company,Property,extra_data,,,
1,124,,Property Manager Address,Property,extra_data,,,
1,124,,Property Manager City State Zip,Property,extra_data,,,
1,124,,Property Manager Contact,Property,extra_data,,,
1,124,,Property Manager Phone,Property,extra_data,,,
1,124,,PropertyID,Property,pm_property_id,,,
1,124,,PROSPECT LIST (my data),Property,extra_data,,,
1,124,,Rail Lines,Property,extra_data,,,
1,124,,Rent Type,Property,extra_data,,,
1,124,,Rentable Building Area,Property,extra_data,,,
1,124,,Secondary Type,Property,extra_data,,,
1,124,,Services,Property,extra_data,,,
1,124,,Sewer,Property,extra_data,,,
1,124,,Site Energy Resource Intensity kBtu/ft2,Property,extra_data,,,
1,124,,Site Energy Use (kBtu),Property,extra_data,,,
1,124,,Smallest Available Space,Property,extra_data,,,
1,124,,Source Energy Resource Intensity kBtu/ft2,Property,extra_data,,,
1,124,,Sprinklers,Property,extra_data,,,
1,124,,Star Rating,Property,extra_data,,,
1,124,,Studio Asking Rent/SF,Property,extra_data,,,
1,124,,Studio Asking Rent/Unit,Property,extra_data,,,
1,124,,Studio Avg SF,Property,extra_data,,,
1,124,,Studio Concessions %,Property,extra_data,,,
1,124,,Studio Effective Rent/SF,Property,extra_data,,,
1,124,,Studio Effective Rent/Unit,Property,extra_data,,,
1,124,,Studio Vacancy %,Property,extra_data,,,
1,124,,Studio Vacant Units,Property,extra_data,,,
1,124,,Style,Property,extra_data,,,
1,124,,Sublet Available Space,Property,extra_data,,,
1,124,,Sublet Services,Property,extra_data,,,
1,124,,Sublet Vacant Space,Property,extra_data,,,
1,124,,Submarket Cluster,Property,extra_data,,,
1,124,,Submarket Name,Property,extra_data,,,
1,124,,Tax Lot Id (2),Property,extra_data,,,
1,124,,Tax Year,Property,extra_data,,"could use this for cycle, but this is just test data so probably doesn't matter? ",
1,124,,Taxes Per SF,Property,extra_data,,,
1,124,,Taxes Total,Property,extra_data,,,
1,124,,Three Bedroom Asking Rent/SF,Property,extra_data,,,
1,124,,Three Bedroom Asking Rent/Unit,Property,extra_data,,,
1,124,,Three Bedroom Avg SF,Property,extra_data,,,
1,124,,Three Bedroom Concessions %,Property,extra_data,,,
1,124,,Three Bedroom Effective Rent/SF,Property,extra_data,,,
1,124,,Three Bedroom Effective Rent/Unit,Property,extra_data,,,
1,124,,Three Bedroom Vacancy %,Property,extra_data,,,
1,124,,Three Bedroom Vacant Units,Property,extra_data,,,
1,124,,Total GHG Emissions (MtCO2e),Property,extra_data,,,
1,124,,Total New Space (SF),Property,extra_data,,,
1,124,,Total Relet Space (SF),Property,extra_data,,,
1,124,,Total Sublet Space (SF),Property,extra_data,,,
1,124,,Total Vacant Avail Relet Space (SF),Property,extra_data,,,
1,124,,Total Vacant Avail Sublet Space (SF),Property,extra_data,,,
1,124,,Total Vacant Available,Property,extra_data,,,
1,124,,Two Bedroom Asking Rent/SF,Property,extra_data,,,
1,124,,Two Bedroom Asking Rent/Unit,Property,extra_data,,,
1,124,,Two Bedroom Avg SF,Property,extra_data,,,
1,124,,Two Bedroom Concessions %,Property,extra_data,,,
1,124,,Two Bedroom Effective Rent/SF,Property,extra_data,,,
1,124,,Two Bedroom Effective Rent/Unit,Property,extra_data,,,
1,124,,Two Bedroom Vacancy %,Property,extra_data,,,
1,124,,Two Bedroom Vacant Units,Property,extra_data,,,
1,124,,Type,Property,extra_data,,,
1,124,,Typical Floor Size,Property,extra_data,,,
1,124,,Vacancy %,Property,extra_data,,,
1,124,,VP CONTACT (my data),Property,extra_data,,,
1,124,,Water,Property,extra_data,,,
1,124,,Water Use (All Water Sources) (kgal),Property,extra_data,,,
1,124,,Year of Last Major Remodel,Property,extra_data,,,
1,124,,Year Renovated,Property,extra_data,,,
1,124,,Zoning,Property,extra_data,,,
,Montgomery County DEP,,,,,,"RM 6/20/2016 -- started, need to load the rest of their data to finish this up",
,10,,tax_lot_id,Tax,tax_lot_id,,tax_lot_id will be in both Tax and Property tables,1
1,10,1,custom_id_1,Tax,extra_data,,"For any records that don't have tax_lot_id, custom_id_1 may have tax_lot_id data",2
1,10,,CS_Building Address,Tax,extra_data,CoStar,,
1,10,,CS_City,Tax,extra_data,CoStar,CoStar info,
1,10,,CS_PropType,Tax,extra_data,CoStar,CoStar info,
1,10,,CS_RBA,Tax,extra_data,CoStar,CoStar info,
1,10,,CS_TaxID2,Tax,extra_data,CoStar,"For any records that don't have tax_lot_id, or custom_id_1, may have tax_lot_id in CS_TaxID2",3
1,10,,CS_Zip,Tax,extra_data,CoStar,CoStar info,
1,10,,Group,Property,extra_data,,,
1,10,,Justification,Property,extra_data,,,
1,10,,List Of All Property Use Types At Property,Property,extra_data,,,
1,10,,Muni,Property,extra_data,,,
1,10,,Tax Address_City,Tax,city,,,
1,10,,Tax Address_Zip,Tax,postal_code,,,
1,10,,Tax_LU_Code,Tax,extra_data,,,
1,10,,Tax_LU_Desc,Tax,extra_data,,,
1,10,,Tax_LU_MajDesc,Tax,extra_data,,,
1,10,,Tax_StructArea,Tax,extra_data,,,
1,10,,2nd Largest Property Use - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,2nd Largest Property Use Type,Property,extra_data,PM,,
1,10,,3rd Largest Property Use Type,Property,extra_data,PM,,
1,10,,3rd Largest Property Use Type - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Adult Education - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Adult Education - Number of Computers,Property,extra_data,PM,,
1,10,,Adult Education - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Adult Education - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Alert - Data Center Does Not Have An IT Meter,Property,extra_data,PM,,
1,10,,Alert - Gross Floor Area Is 0 Ft2,Property,extra_data,PM,,
1,10,,Alert - Individual Monthly Meter Entry Is More Than 65 Days Long,Property,extra_data,PM,,
1,10,,Alert - Meter Has Gaps,Property,extra_data,PM,,
1,10,,Alert - Meter Has Less Than 12 Full Calendar Months Of Data,Property,extra_data,PM,,
1,10,,Alert - Meter Has Overlaps,Property,extra_data,PM,,
1,10,,Alert - No Meters Are Associated With This Property,Property,extra_data,PM,,
1,10,,Alert - Property Has No Uses,Property,extra_data,PM,,
1,10,,Automobile Dealership - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Automobile Dealership - Number of Computers,Property,extra_data,PM,,
1,10,,Automobile Dealership - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Automobile Dealership - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Avoided Emissions - Offsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Avoided Emissions - Onsite And Offsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Avoided Emissions - Onsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Bank Branch - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Bank Branch - Number of Computers,Property,extra_data,PM,,
1,10,,Bank Branch - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Bank Branch - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Bank Branch - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Bank Branch - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Bar/Nightclub - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Bar/Nightclub - Number of Computers,Property,extra_data,PM,,
1,10,,Bar/Nightclub - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Bar/Nightclub - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Coal - Anthracite Use (kBtu),Property,extra_data,PM,,
1,10,,Coal - Bituminous Use (kBtu),Property,extra_data,PM,,
1,10,,Coke Use (kBtu),Property,extra_data,PM,,
1,10,,College/University - Enrollment,Property,extra_data,PM,,
1,10,,College/University - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,College/University - Number of Computers,Property,extra_data,PM,,
1,10,,College/University - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,College/University - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Construction Status,Property,extra_data,PM,,
1,10,,Convention Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Convention Center - Number of Computers,Property,extra_data,PM,,
1,10,,Convention Center - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Convention Center - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Cooling Degree Days (CDD) (F),Property,extra_data,PM,,
1,10,,CoStar Property ID,Property,extra_data,PM,,
1,10,,Custom Property ID 1 - ID,Property,extra_data,PM,these are defaults from PM,
1,10,,Custom Property ID 2 - ID,Property,extra_data,PM,these are defaults from PM,
1,10,,Data Center - Cooling Equipment Redundancy,Property,extra_data,PM,,
1,10,,Data Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Data Center - IT Energy Configuration,Property,extra_data,PM,,
1,10,,Data Center - IT Equipment Input Meter (kWh),Property,extra_data,PM,,
1,10,,Data Center - IT Site Energy (kWh),Property,extra_data,PM,,
1,10,,Data Center - IT Source Energy (kBtu),Property,extra_data,PM,,
1,10,,Data Center - National Median PUE,Property,extra_data,PM,,
1,10,,Data Center - PDU Input Meter (kWh),Property,extra_data,PM,,
1,10,,Data Center - PDU Output Meter (kWh),Property,extra_data,PM,,
1,10,,Data Center - PUE,Property,extra_data,PM,,
1,10,,Data Center - UPS Output Meter (kWh),Property,extra_data,PM,,
1,10,,Data Center - UPS System Redundancy,Property,extra_data,PM,,
1,10,,Data Quality Checker - Date Run,Property,extra_data,PM,,
1,10,,Data Quality Checker Run?,Property,extra_data,PM,,
1,10,,Date Property Last Modified,Property,extra_data,PM,,
1,10,,Default Values,Property,extra_data,PM,,
1,10,,Diesel #2 Use (kBtu),Property,extra_data,PM,,
1,10,,Difference From National Median Site EUI,Property,extra_data,PM,,
1,10,,Difference From National Median Source EUI,Property,extra_data,PM,,
1,10,,Direct GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Direct GHG Emissions Intensity (kgCO2e/ft2),Property,extra_data,PM,,
1,10,,District Chilled Water Use (kBtu),Property,extra_data,PM,,
1,10,,District Hot Water Use (kBtu),Property,extra_data,PM,,
1,10,,District Steam Use (kBtu),Property,extra_data,PM,,
1,10,,EGRID Output Emissions Rate (kgCO2e/MBtu),Property,extra_data,PM,,
1,10,,eGRID Subregion,Property,extra_data,PM,,
1,10,,Electric Distribution Utility,Property,extra_data,PM,,
1,10,,Electricity Use  Generated From Onsite Renewable Systems (kWh),Property,extra_data,PM,,
1,10,,Electricity Use  Generated From Onsite Renewable Systems And Used Onsite (kBtu),Property,extra_data,PM,,
1,10,,Electricity Use  Generated From Onsite Renewable Systems And Used Onsite (kWh),Property,extra_data,PM,,
1,10,,Electricity Use - Grid Purchase (kBtu),Property,extra_data,PM,,
1,10,,Electricity Use - Grid Purchase (kWh),Property,extra_data,PM,,
1,10,,Electricity Use - Grid Purchase And Generated From Onsite Renewable Systems (kBtu),Property,extra_data,PM,,
1,10,,Electricity Use - Grid Purchase And Generated From Onsite Renewable Systems (kWh),Property,extra_data,PM,,
1,10,,Enclosed Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Enclosed Mall - Number of Computers,Property,extra_data,PM,,
1,10,,Enclosed Mall - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Enclosed Mall - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,ENERGY STAR Certification - Application Status,Property,extra_data,PM,,
1,10,,ENERGY STAR Certification - Eligibility,Property,extra_data,PM,,
1,10,,ENERGY STAR Certification - Last Approval Date,Property,extra_data,PM,,
1,10,,ENERGY STAR Certification - Next Eligible Date,Property,extra_data,PM,,
1,10,,ENERGY STAR Certification - Year(s) Certified,Property,extra_data,PM,,
1,10,,Estimated Data Flag -  Data Center IT Equipment Input Meter,Property,extra_data,PM,,
1,10,,Estimated Data Flag -  Data Center PDU Input Meter,Property,extra_data,PM,,
1,10,,Estimated Data Flag -  Data Center PDU Output Meter,Property,extra_data,PM,,
1,10,,Estimated Data Flag -  Data Center UPS Output Meter,Property,extra_data,PM,,
1,10,,Estimated Data Flag - Electricity (Grid Purchase),Property,extra_data,PM,,
1,10,,Estimated Data Flag - Electricity (Onsite Solar),Property,extra_data,PM,,
1,10,,Estimated Data Flag - Fuel Oil (No. 1),Property,extra_data,PM,,
1,10,,Estimated Data Flag - Fuel Oil (No. 2),Property,extra_data,PM,,
1,10,,Estimated Data Flag - Natural Gas,Property,extra_data,PM,,
1,10,,Estimated Values - Energy,Property,extra_data,PM,,
1,10,,Federal Agency/Department,Property,extra_data,PM,,
1,10,,Financial Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Financial Office - Number of Computers,Property,extra_data,PM,,
1,10,,Financial Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Financial Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Financial Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Financial Office - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Fitness Center/Health Club/Gym - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Fitness Center/Health Club/Gym - Number of Computers,Property,extra_data,PM,,
1,10,,Fitness Center/Health Club/Gym - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Fitness Center/Health Club/Gym - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Food Sales - Area Of All Walk-in Refrigeration/Freezer Units (ft2),Property,extra_data,PM,,
1,10,,Food Sales - Cooking Y/N,Property,extra_data,PM,,
1,10,,Food Sales - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Food Sales - Length Of All Open Or Closed Refrigeration/Freezer Units (ft),Property,extra_data,PM,,
1,10,,Food Sales - Number Of Cash Registers,Property,extra_data,PM,,
1,10,,Food Sales - Number Of Open Or Closed Refrigeration/Freezer Units,Property,extra_data,PM,,
1,10,,Food Sales - Number Of Walk-in Refrigeration/Freezer Units,Property,extra_data,PM,,
1,10,,Food Sales - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Food Sales - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Food Sales - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Food Service - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Food Service - Number of Computers,Property,extra_data,PM,,
1,10,,Food Service - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Food Service - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Fuel Oil #1 Use (kBtu),Property,extra_data,PM,,
1,10,,Fuel Oil #2 Use (kBtu),Property,extra_data,PM,,
1,10,,Fuel Oil #4 Use (kBtu),Property,extra_data,PM,,
1,10,,Fuel Oil #5 & 6 Use (kBtu),Property,extra_data,PM,,
1,10,,Green Power - Offsite (kWh),Property,extra_data,PM,,
1,10,,Green Power - Onsite (kWh),Property,extra_data,PM,,
1,10,,Green Power - Onsite And Offsite (kWh),Property,extra_data,PM,,
1,10,,Heating Degree Days (HDD) (F),Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Laboratory,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Licensed Bed Capacity,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Maximum Number of Floors,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Number of MRI Machines,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Onsite Laundry Facility,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Hospital (General Medical & Surgical) - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Hotel - Amount Of Laundry Processed On-site Annually (short Tons/year),Property,extra_data,PM,,
1,10,,"Hotel - Commercial Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,10,,Hotel - Cooking Facilities,Property,extra_data,PM,,
1,10,,Hotel - Full Service Spa Floor Area (ft2),Property,extra_data,PM,,
1,10,,Hotel - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Hotel - Gym/fitness  Center Floor Area (ft2),Property,extra_data,PM,,
1,10,,Hotel - Hours Per Day Guests Onsite,Property,extra_data,PM,,
1,10,,Hotel - Number Of Commercial Refrigeration/Freezer Units,Property,extra_data,PM,,
1,10,,Hotel - Number Of Rooms,Property,extra_data,PM,,
1,10,,Hotel - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Hotel - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Hotel - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Indirect GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Indirect GHG Emissions Intensity (kgCO2e/ft2),Property,extra_data,PM,,
1,10,,Indoor Arena - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Indoor Arena - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Indoor Arena - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,K-12 School - Cooking Facilities,Property,extra_data,PM,,
1,10,,K-12 School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,K-12 School - Gymnasium Floor Area (ft2),Property,extra_data,PM,,
1,10,,K-12 School - High School,Property,extra_data,PM,,
1,10,,K-12 School - Months in Use,Property,extra_data,PM,,
1,10,,K-12 School - Number of Computers,Property,extra_data,PM,,
1,10,,K-12 School - Number of Walk-in Refrigeration/Freezer Units,Property,extra_data,PM,,
1,10,,K-12 School - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,K-12 School - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,K-12 School - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,K-12 School - Student Seating Capacity,Property,extra_data,PM,,
1,10,,K-12 School - Weekend Operation,Property,extra_data,PM,,
1,10,,Kerosene Use (kBtu),Property,extra_data,PM,,
1,10,,Laboratory - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Laboratory - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Laboratory - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Largest Property Use Type,Property,extra_data,PM,,
1,10,,Largest Property Use Type - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Library - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Library - Number of Computers,Property,extra_data,PM,,
1,10,,Library - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Library - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Medical Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Medical Office - Number of MRI Machines,Property,extra_data,PM,,
1,10,,Medical Office - Number of Surgical Operating Beds,Property,extra_data,PM,,
1,10,,Medical Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Medical Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Medical Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Medical Office - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Metered Areas (Energy),Property,extra_data,PM,,
1,10,,Movie Theater - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Movie Theater - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Movie Theater - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Museum - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Museum - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Museum - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,National Median ENERGY STAR Score,Property,extra_data,PM,,
1,10,,National Median Site EUI (kBtu/ft2),Property,extra_data,PM,,
1,10,,National Median Source EUI (kBtu/ft2),Property,extra_data,PM,,
1,10,,Natural Gas Use (kBtu),Property,extra_data,PM,,
1,10,,Natural Gas Use (therms),Property,extra_data,PM,,
1,10,,Occupancy,Property,extra_data,PM,,
1,10,,Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Office - Number of Computers,Property,extra_data,PM,,
1,10,,Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Office - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,On Behalf Of,Property,extra_data,PM,,
1,10,,Organization,Property,extra_data,PM,,
1,10,,Other - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Other - Number of Computers,Property,extra_data,PM,,
1,10,,Other - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Other - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Other Use (kBtu),Property,extra_data,PM,,
1,10,,Outpatient Rehabilitation/Physical Therapy - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Outpatient Rehabilitation/Physical Therapy - Number of Computers,Property,extra_data,PM,,
1,10,,Outpatient Rehabilitation/Physical Therapy - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Outpatient Rehabilitation/Physical Therapy - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Parent Property Id,Property,pm_parent_property_id,,is this the blue sky field name? ,
1,10,,Parent Property Name,Property,extra_data,PM,,
1,10,,Parking - Completely Enclosed Parking Garage Size (ft2),Property,extra_data,PM,,
1,10,,Parking - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Parking - Open Parking Lot Size (ft2),Property,extra_data,PM,,
1,10,,Parking - Partially Enclosed Parking Garage Size (ft2),Property,extra_data,PM,,
1,10,,Parking - Supplemental Heating,Property,extra_data,PM,,
1,10,,Percent of Electricity that is Green Power,Property,extra_data,PM,,
1,10,,Percent of Total Electricity Generated from Onsite Renewable Systems,Property,extra_data,PM,,
1,10,,"Personal Services (Health/Beauty, Dry Cleaning, Etc.) - Gross Floor Area (ft2)",Property,extra_data,PM,,
1,10,,"Personal Services (Health/Beauty, Dry Cleaning, etc.) - Number of Workers on Main Shift",Property,extra_data,PM,,
1,10,,"Personal Services (Health/Beauty, Dry Cleaning, etc.) - Weekly Operating Hours",Property,extra_data,PM,,
1,10,,Pre-school/Daycare - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Pre-school/Daycare - Number of Computers,Property,extra_data,PM,,
1,10,,Pre-school/Daycare - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Pre-school/Daycare - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Primary Property Type - EPA Calculated,Property,extra_data,PM,,
1,10,,Propane Use (kBtu),Property,extra_data,PM,,
1,10,,Property Data Administrator,Property,extra_data,PM,,
1,10,,Property Data Administrator - Account ID,Property,extra_data,PM,,
1,10,,Property Data Administrator - Email,Property,extra_data,PM,,
1,10,,Property GFA - EPA Calculated (Buildings And Parking) (ft2),Property,extra_data,PM,,
1,10,,Property GFA - EPA Calculated (Buildings) (ft2),Property,extra_data,PM,,
1,10,,Property GFA - EPA Calculated (Parking) (ft2),Property,extra_data,PM,,
1,10,,Property GFA - Self-Reported (ft2),Property,extra_data,PM,,
1,10,,Restaurant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Restaurant - Number of Computers,Property,extra_data,PM,,
1,10,,Restaurant - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Restaurant - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Retail Store - Area Of All Walk-in Refrigeration/Freezer Units (ft2),Property,extra_data,PM,,
1,10,,Retail Store - Exterior Entrance to the Public,Property,extra_data,PM,,
